metric,negative_training_set,positive_training_set,negative_eval_set,positive_eval_set,all_visits
N_B91,< 10,< 10,< 10,< 10,10.0
%_B91,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_R58,< 10,< 10,< 10,< 10,581.0
%_R58,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.04%
N_G35,< 10,< 10,< 10,< 10,1437.0
%_G35,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.09%
N_K71,< 10,< 10,< 10,< 10,25.0
%_K71,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_N23,< 10,< 10,< 10,< 10,330.0
%_N23,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_I81,< 10,< 10,< 10,< 10,291.0
%_I81,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_N73,< 10,< 10,< 10,< 10,207.0
%_N73,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_G00,< 10,< 10,< 10,< 10,< 10
%_G00,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_N46,< 10,< 10,< 10,< 10,17.0
%_N46,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_G90,< 10,< 10,< 10,< 10,181.0
%_G90,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_S91,< 10,< 10,< 10,< 10,223.0
%_S91,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_C96,< 10,< 10,< 10,< 10,213.0
%_C96,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_S68,< 10,< 10,< 10,< 10,16.0
%_S68,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_S34,< 10,< 10,< 10,< 10,< 10
%_S34,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_F18,< 10,< 10,< 10,< 10,< 10
%_F18,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_W90,< 10,< 10,< 10,< 10,< 10
%_W90,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_Y84,< 10,< 10,< 10,< 10,151.0
%_Y84,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_D49,< 10,15.0,11.0,13.0,2989.0
%_D49,< 0.21%,0.32%,0.24%,0.28%,0.19%
N_E11,38.0,317.0,37.0,305.0,11963.0
%_E11,0.81%,6.79%,0.79%,6.53%,0.76%
N_K31,< 10,12.0,< 10,< 10,1081.0
%_K31,< 0.21%,0.26%,< 0.21%,< 0.21%,0.07%
N_M04,< 10,< 10,< 10,< 10,47.0
%_M04,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_Z65,< 10,< 10,< 10,< 10,118.0
%_Z65,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_A23,< 10,< 10,< 10,< 10,< 10
%_A23,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_M41,13.0,< 10,20.0,18.0,4252.0
%_M41,0.28%,< 0.21%,0.43%,0.39%,0.27%
N_Q69,< 10,< 10,< 10,< 10,54.0
%_Q69,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_T71,< 10,< 10,< 10,< 10,< 10
%_T71,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_B35,< 10,< 10,< 10,< 10,424.0
%_B35,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_Q51,< 10,< 10,< 10,< 10,211.0
%_Q51,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_K30,< 10,< 10,< 10,< 10,88.0
%_K30,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_L85,< 10,< 10,< 10,< 10,181.0
%_L85,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_H57,< 10,< 10,< 10,< 10,477.0
%_H57,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_J47,< 10,< 10,< 10,< 10,706.0
%_J47,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.04%
N_I34,24.0,36.0,17.0,39.0,5419.0
%_I34,0.51%,0.77%,0.36%,0.84%,0.34%
N_R77,< 10,48.0,< 10,47.0,948.0
%_R77,< 0.21%,1.03%,< 0.21%,1.01%,0.06%
N_V79,< 10,< 10,< 10,< 10,< 10
%_V79,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_Q80,< 10,< 10,< 10,< 10,10.0
%_Q80,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_P38,< 10,< 10,< 10,< 10,< 10
%_P38,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_B19,< 10,< 10,< 10,< 10,331.0
%_B19,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_W22,< 10,< 10,< 10,< 10,< 10
%_W22,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_L22,< 10,< 10,< 10,< 10,148.0
%_L22,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_R61,< 10,< 10,< 10,< 10,149.0
%_R61,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_O03,< 10,< 10,< 10,< 10,380.0
%_O03,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_S96,< 10,< 10,< 10,< 10,26.0
%_S96,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_L21,< 10,< 10,< 10,< 10,145.0
%_L21,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_Z23,16.0,41.0,11.0,36.0,4104.0
%_Z23,0.34%,0.88%,0.24%,0.77%,0.26%
N_M07,< 10,< 10,< 10,< 10,25.0
%_M07,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_D55,< 10,< 10,< 10,< 10,11.0
%_D55,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_T16,< 10,< 10,< 10,< 10,135.0
%_T16,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_C12,< 10,< 10,< 10,< 10,< 10
%_C12,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_N14,< 10,< 10,< 10,< 10,12.0
%_N14,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_R56,< 10,24.0,< 10,22.0,2324.0
%_R56,< 0.21%,0.51%,< 0.21%,0.47%,0.15%
N_I28,< 10,< 10,< 10,< 10,42.0
%_I28,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_O12,< 10,< 10,< 10,< 10,53.0
%_O12,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_G12,< 10,< 10,< 10,< 10,581.0
%_G12,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.04%
N_G83,< 10,< 10,< 10,< 10,79.0
%_G83,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_O98,< 10,29.0,< 10,39.0,301.0
%_O98,< 0.21%,0.62%,< 0.21%,0.84%,0.02%
N_C85,< 10,< 10,< 10,< 10,1931.0
%_C85,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.12%
N_D24,< 10,< 10,< 10,< 10,475.0
%_D24,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_Z03,< 10,< 10,< 10,< 10,290.0
%_Z03,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_S06,< 10,< 10,< 10,< 10,830.0
%_S06,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.05%
N_B45,< 10,< 10,< 10,< 10,27.0
%_B45,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_L99,< 10,< 10,< 10,< 10,< 10
%_L99,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_K70,< 10,16.0,< 10,< 10,836.0
%_K70,< 0.21%,0.34%,< 0.21%,< 0.21%,0.05%
N_B54,< 10,< 10,< 10,< 10,< 10
%_B54,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_S23,< 10,< 10,< 10,< 10,< 10
%_S23,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_E13,< 10,11.0,< 10,13.0,423.0
%_E13,< 0.21%,0.24%,< 0.21%,0.28%,0.03%
N_S13,< 10,< 10,< 10,< 10,58.0
%_S13,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_M65,< 10,< 10,< 10,< 10,910.0
%_M65,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.06%
N_P91,< 10,< 10,< 10,< 10,78.0
%_P91,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_D28,< 10,< 10,< 10,< 10,< 10
%_D28,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_Q13,< 10,< 10,< 10,< 10,< 10
%_Q13,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_N96,< 10,< 10,< 10,< 10,138.0
%_N96,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_Q33,< 10,< 10,< 10,< 10,167.0
%_Q33,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_B96,< 10,31.0,< 10,28.0,783.0
%_B96,< 0.21%,0.66%,< 0.21%,0.6%,0.05%
N_Z39,< 10,< 10,< 10,< 10,281.0
%_Z39,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_A54,< 10,< 10,< 10,< 10,38.0
%_A54,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_A25,< 10,< 10,< 10,< 10,< 10
%_A25,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_L59,< 10,< 10,< 10,< 10,26.0
%_L59,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_Q70,< 10,< 10,< 10,< 10,< 10
%_Q70,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_L23,< 10,< 10,< 10,< 10,94.0
%_L23,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_A63,< 10,< 10,< 10,< 10,81.0
%_A63,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_K42,< 10,< 10,< 10,< 10,323.0
%_K42,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_N36,< 10,< 10,< 10,< 10,153.0
%_N36,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_N60,< 10,13.0,< 10,10.0,1162.0
%_N60,< 0.21%,0.28%,< 0.21%,< 0.21%,0.07%
N_S61,< 10,< 10,< 10,< 10,773.0
%_S61,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.05%
N_Q61,< 10,< 10,< 10,< 10,521.0
%_Q61,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_P14,< 10,< 10,< 10,< 10,< 10
%_P14,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_E75,< 10,< 10,< 10,< 10,139.0
%_E75,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_S74,< 10,< 10,< 10,< 10,13.0
%_S74,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_P81,< 10,< 10,< 10,< 10,45.0
%_P81,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_R79,< 10,72.0,10.0,53.0,3244.0
%_R79,< 0.21%,1.54%,< 0.21%,1.13%,0.21%
N_H67,< 10,< 10,< 10,< 10,< 10
%_H67,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_L44,< 10,< 10,< 10,< 10,< 10
%_L44,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_O01,< 10,< 10,< 10,< 10,155.0
%_O01,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_J85,< 10,< 10,< 10,< 10,36.0
%_J85,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_T68,< 10,< 10,< 10,< 10,106.0
%_T68,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_J90,< 10,29.0,< 10,27.0,1675.0
%_J90,< 0.21%,0.62%,< 0.21%,0.58%,0.11%
N_F68,< 10,< 10,< 10,< 10,< 10
%_F68,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_N83,< 10,< 10,< 10,< 10,1782.0
%_N83,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.11%
N_F65,< 10,< 10,< 10,< 10,< 10
%_F65,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_P08,< 10,< 10,< 10,< 10,196.0
%_P08,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_N31,< 10,< 10,< 10,< 10,569.0
%_N31,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.04%
N_O71,< 10,< 10,< 10,< 10,34.0
%_O71,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_T24,< 10,< 10,< 10,< 10,24.0
%_T24,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_E88,< 10,24.0,< 10,24.0,575.0
%_E88,< 0.21%,0.51%,< 0.21%,0.51%,0.04%
N_D64,19.0,102.0,20.0,88.0,5188.0
%_D64,0.41%,2.18%,0.43%,1.88%,0.33%
N_T39,< 10,< 10,< 10,< 10,39.0
%_T39,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_G82,< 10,< 10,< 10,< 10,170.0
%_G82,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_L82,< 10,< 10,< 10,< 10,344.0
%_L82,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_Z08,< 10,< 10,< 10,< 10,323.0
%_Z08,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_F88,< 10,< 10,< 10,< 10,147.0
%_F88,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_C91,19.0,44.0,17.0,43.0,7709.0
%_C91,0.41%,0.94%,0.36%,0.92%,0.49%
N_L68,< 10,< 10,< 10,< 10,48.0
%_L68,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_E41,< 10,< 10,< 10,< 10,< 10
%_E41,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_S53,< 10,< 10,< 10,< 10,325.0
%_S53,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_J44,< 10,46.0,< 10,40.0,2351.0
%_J44,< 0.21%,0.99%,< 0.21%,0.86%,0.15%
N_D58,< 10,< 10,< 10,< 10,137.0
%_D58,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_C33,< 10,< 10,< 10,< 10,< 10
%_C33,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_O68,< 10,< 10,< 10,< 10,13.0
%_O68,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_T23,< 10,< 10,< 10,< 10,35.0
%_T23,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_D09,< 10,< 10,< 10,< 10,74.0
%_D09,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_F34,< 10,< 10,< 10,< 10,84.0
%_F34,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_J70,< 10,< 10,< 10,< 10,31.0
%_J70,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_X83,< 10,< 10,< 10,< 10,< 10
%_X83,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_K08,< 10,< 10,< 10,< 10,1084.0
%_K08,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.07%
N_R37,< 10,< 10,< 10,< 10,< 10
%_R37,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_T60,< 10,< 10,< 10,< 10,< 10
%_T60,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_H27,< 10,< 10,< 10,< 10,13.0
%_H27,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_Z19,< 10,< 10,< 10,< 10,108.0
%_Z19,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_Q79,< 10,< 10,< 10,< 10,312.0
